distId,distX,distY,distNum,distance,bikeIds,biketype,type,boundary
8620560346,114.34752350287924,30.510784889410147,1,51,8620560346#,1,0,
0276582879,114.34749349962536,30.511287989656957,1,58,0276582879#,999,0,
8620566287,114.34723206527424,30.51099141802532,1,73,8620566287#,1,0,
8621183674,114.34858112846851,30.510563755211766,1,73,8621183674#,1,0,
8621184639,114.348590138957,30.510523759307446,1,77,8621184639#,1,0,
0270019272,114.34710184399783,30.510790116527218,1,89,0270019272#,1,0,
0276538210,114.34717093293487,30.510568175130498,1,92,0276538210#,1,0,
8620564162,114.34700574110367,30.511340109525506,1,102,8620564162#,1,0,
8621185586,114.3490418585797,30.5107696571447,1,103,8621185586#,1,0,
0270062811,114.3468464867855,30.511286799888367,1,115,0270062811#,1,0,
0210275184,114.34680341521184,30.511240706315473,1,117,0210275184#,1,0,
0276554855,114.34682245401643,30.511343773226038,1,119,0276554855#,1,0,
0270078177,114.34675033023822,30.511221602610007,1,122,0270078177#,1,0,
0276035715,114.34673026493418,30.510831445206783,1,123,0276035715#,1,0,
0270021647,114.34928027313985,30.51131225750704,1,127,0270021647#,1,0,
0270131783,114.34745231290067,30.509875478713667,1,135,0270131783#,1,0,
8620390614,114.34793906365252,30.509780341488266,1,135,8620390614#,1,0,
0276582879,114.34749349962536,30.511287989656957,1,92,0276582879#,999,0,
8620564162,114.34700574110367,30.511340109525506,1,120,8620564162#,1,0,
8620566287,114.34723206527424,30.51099141802532,1,134,8620566287#,1,0,
0276554855,114.34682245401643,30.511343773226038,1,134,0276554855#,1,0,
0270062811,114.3468464867855,30.511286799888367,1,136,0270062811#,1,0,
0210275184,114.34680341521184,30.511240706315473,1,142,0210275184#,1,0,
8620560346,114.34752350287924,30.510784889410147,1,142,8620560346#,1,0,
0270021647,114.34928027313985,30.51131225750704,1,144,0270021647#,1,0,
0270078177,114.34675033023822,30.511221602610007,1,147,0270078177#,1,0,
0270019272,114.34710184399783,30.510790116527218,1,159,0270019272#,1,0,
0270105865,114.34656203104592,30.511182243294538,1,165,0270105865#,1,0,
8621183674,114.34858112846851,30.510563755211766,1,169,8621183674#,1,0,
8621185586,114.3490418585797,30.5107696571447,1,169,8621185586#,1,0,
8621189104,114.34806962275043,30.513887851436944,1,14,8621189104#,1,0,
0276020096,114.34793540767197,30.513815583420975,1,21,0276020096#,1,0,
0276546598,114.34793640844967,30.513806582449153,1,22,0276546598#,1,0,
0270060323,114.34827593911015,30.51383921328312,1,31,0270060323#,1,0,
0270023760,114.34764898036647,30.514035127212868,1,33,0270023760#,1,0,
8620723132,114.34754380208504,30.513871883483752,1,46,8620723132#,1,0,
8620644171,114.34796152054048,30.51464889107066,1,72,8620644171#,1,0,
0276567457,114.34730040813312,30.51371438766193,1,74,0276567457#,1,0,
0270031264,114.34831708423104,30.514776580798056,1,91,0270031264#,1,0,
0270075174,114.34883880213721,30.51373620720729,1,85,0270075174#,1,0,
0276558570,114.34811078481644,30.51501927977637,1,113,0276558570#,999,0,
0276014073,114.34798258870447,30.515057057154923,1,117,0276014073#,999,0,
8620387265,114.34892302959037,30.514858710544928,1,130,8620387265#,1,0,
0276549323,114.34917433649531,30.513925876115234,1,112,0276549323#,999,0,
0276026103,114.34632792830163,30.514246762236414,1,162,0276026103#,1,0,
0270051118,114.34602944307917,30.514075156998494,1,189,0270051118#,1,0,
0276014073,114.34798258870447,30.515057057154923,1,6,0276014073#,999,0,
0276558570,114.34811078481644,30.51501927977637,1,10,0276558570#,999,0,
8620644171,114.34796152054048,30.51464889107066,1,39,8620644171#,1,0,
0270031264,114.34831708423104,30.514776580798056,1,39,0270031264#,1,0,
8620387265,114.34892302959037,30.514858710544928,1,89,8620387265#,1,0,
0270023760,114.34764898036647,30.514035127212868,1,112,0270023760#,1,0,
8621189104,114.34806962275043,30.513887851436944,1,123,8621189104#,1,0,
0270060323,114.34827593911015,30.51383921328312,1,131,0270060323#,1,0,
0276020096,114.34793540767197,30.513815583420975,1,131,0276020096#,1,0,
8620723132,114.34754380208504,30.513871883483752,1,132,8620723132#,1,0,
0276546598,114.34793640844967,30.513806582449153,1,132,0276546598#,1,0,
0276558920,114.34845040970124,30.51614525259174,1,46,0276558920#,1,0,
8620809931,114.34875988753559,30.516128811386498,1,74,8620809931#,1,0,
0276552301,114.3478855789197,30.516686390396064,1,77,0276552301#,1,0,
0276556971,114.3489020939399,30.515974021595007,1,86,0276556971#,1,0,
0276532077,114.34745690998935,30.51668260350579,1,92,0276532077#,1,0,
0276014073,114.34798258870447,30.515057057154923,1,104,0276014073#,999,0,
8620931135,114.34709633465832,30.516551899998593,1,106,8620931135#,1,0,
0276001824,114.3472986699093,30.516766339284327,1,108,0276001824#,1,0,
8621032663,114.34694207617791,30.516358555456378,1,109,8621032663#,1,0,
0276558570,114.34811078481644,30.51501927977637,1,109,0276558570#,999,0,
0270075095,114.34903734329562,30.516441414146616,1,110,0270075095#,1,0,
0276552301,114.3478855789197,30.516686390396064,1,36,0276552301#,1,0,
0276002902,114.3478585915108,30.517316539239083,1,37,0276002902#,1,0,
0276579921,114.34839842758751,30.517281514904585,1,49,0276579921#,1,0,
0270099271,114.34846454000812,30.517395671465934,1,62,0270099271#,1,0,
0276532077,114.34745690998935,30.51668260350579,1,62,0276532077#,1,0,
0210275194,114.3473878524444,30.51726365953028,1,65,0210275194#,1,0,
0276001824,114.3472986699093,30.516766339284327,1,72,0276001824#,1,0,
8620806728,114.34726161350238,30.516784276845968,1,74,8620806728#,1,0,
0276045168,114.34737084840559,30.51752371022434,1,83,0276045168#,1,0,
0276055267,114.34886510937484,30.516811217199674,1,85,0276055267#,1,0,
0270090328,114.34711838879228,30.51677801161573,1,88,0270090328#,1,0,
8620931135,114.34709633465832,30.516551899998593,1,99,8620931135#,1,0,
0276558920,114.34845040970124,30.51614525259174,1,104,0276558920#,1,0,
0270106519,114.34903033655743,30.516488416176102,1,114,0270106519#,1,0,
0276002902,114.3478585915108,30.517316539239083,1,77,0276002902#,1,0,
0276045168,114.34737084840559,30.51752371022434,1,80,0276045168#,1,0,
0270099271,114.34846454000812,30.517395671465934,1,80,0270099271#,1,0,
0276579921,114.34839842758751,30.517281514904585,1,88,0276579921#,1,0,
0276556811,114.34751317917927,30.51877436634588,1,98,0276556811#,1,0,
0210275194,114.3473878524444,30.51726365953028,1,100,0210275194#,1,0,
8620936901,114.34682099512389,30.517614727685068,1,120,8620936901#,1,0,
0276561246,114.34922579524464,30.518302342516307,1,122,0276561246#,1,0,
8620561113,114.34896443455034,30.51879202257903,1,127,8620561113#,1,0,
0270063365,114.34905557177511,30.51875217561164,1,131,0270063365#,1,0,
0276556811,114.34751317917927,30.51877436634588,1,53,0276556811#,1,0,
0276032576,114.348933428466,30.51927411884682,1,94,0276032576#,1,0,
8620561113,114.34896443455034,30.51879202257903,1,95,8620561113#,1,0,
0270063365,114.34905557177511,30.51875217561164,1,104,0270063365#,1,0,
0276545611,114.3493039887358,30.519144750855666,1,126,0276545611#,1,0,
0270106027,114.34932297590487,30.518659631757146,1,132,0270106027#,1,0,
0276561246,114.34922579524464,30.518302342516307,1,140,0276561246#,1,0,
0270112409,114.34624621036909,30.518987100795442,1,168,0270112409#,1,0,
0276045168,114.34737084840559,30.51752371022434,1,175,0276045168#,1,0,
